date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
1980-03-31,0.0,0.0030947856837509335,0.0049593612674718734,0.005947475223367221,0.006321023175544227,0.006273626644586555,0.00594812817928847,0.005449552279418068,0.004854708899694304,0.004219319434230262,0.0035833168443777375,0.0029747998210945537,0.0024129932750688587,0.001910473432641932,0.0014748468907320456,0.0011100226012776548,0.0008171789812893848,0.0005955015135754305,0.0004427466179149214,0.0003556732587242373,0.0003303732738364762,0.0003625237131983511,0.00044757880609411216,0.0005809149796786317,0.0007579392305354926,0.0009741688150769479,0.0012252884639923634,0.0015071899884688683,0.0018159981211473136,0.0021480856425169503,0.0025000802252941184,0.0028688649426209245,0.0032515739993984327,0.0036455849366858056,0.004048508309757157,0.004458175638316422,0.004872626262864194,0.005290093606907215,0.005708991234889008,0.006127899005929777,0.006545549550143442,0.0069608152345970176,0.007372695737573973,0.007780306310792615,0.00818286677803147,0.00857969129391302,0.008970178867282866,0.009353804638768906,0.009730111890924764,0.010098704761192859,0.010459241622206142,0.010811429090210753,0.011155016620241806,0.011489791645786396,0.01181557522074804,0.01213221812235346,0.012439597375028075,0.01273761315705392,0.01302618605388789,0.01330525462425558
1980-06-30,0.0,-0.0003560361265493306,-0.0007062224425626179,-0.0010393079980570291,-0.0013473035340041684,-0.0016247844459691685,-0.0018682293117128906,-0.0020754867311716663,-0.0022453798948353504,-0.002377427940115917,-0.002471656078824963,-0.002528468705272971,-0.0025485648676756845,-0.0025328808926619595,-0.002482549581332899,-0.002398868993855399,-0.0022832764698933333,-0.0021373253629246303,-0.001962663182150187,-0.0017610106006246684,-0.0015341412358407663,-0.001283862341787373,-0.0010119966452318274,-0.0007203655678300058,-0.0004107740371895041,-8.499702930615805e-05,0.00025523208207252346,0.0006082313569893416,0.0009723783442345535,0.0013461164459249442,0.0017279597102343447,0.0021164961924861475,0.002510390037193666,0.002908382438294249,0.0033092916333868766,0.0037120120817677738,0.00411551296680622,0.004518836151842259,0.004921093706248353,0.00532146510529545,0.005719194194554217,0.006113585997134671,0.0065040034303969485,0.006889863988016359,0.007270636433553385,0.007645837542988823,0.008015028926026624,0.008377813949297305,0.008733834778850577,0.009082769554430506,0.00942432970390146,0.009758257402754336,0.010084323180791305,0.010402323675785932,0.010712079532075577,0.01101343344059684,0.011306248315766945,0.01159040560378985,0.01186580371638142,0.012132356583521825
1980-09-30,0.0,0.0022651083524626303,0.004041359842745035,0.005435383507723823,0.006530931688505506,0.007393992644340555,0.00807678118352935,0.008620800294055778,0.009059171730259122,0.009418407530032799,0.009719760915619408,0.009980263475868001,0.010213529107624311,0.010430384346587995,0.010639368829813076,0.010847137790736483,0.01105878979676124,0.011278136631003535,0.011507927678105462,0.011750037923748069,0.012005626360609006,0.012275269944771267,0.012559077072089336,0.012856783703507221,0.01316783466137289,0.013491452174178423,0.013826693414857469,0.014172498523030458,0.014527730400509059,0.014891207405726692,0.015261729935661925,0.015638101766050586,0.0160191469175147,0.01640372272359604,0.01679072969457597,0.017179118697075307,0.017567895902864145,0.017956125900422212,0.018342933309061962,0.018727503187419475,0.019109080485421634,0.019486968751059,0.019860528270043726,0.020229173787327873,0.02059237193412193,0.020949638462124942,0.021300535367801077,0.021644667973385004,0.02198168201755675,0.022311260797107352,0.022633122391156252,0.02294701699133804,0.02325272435463374,0.023550051389984616,0.023838829885324125,0.024118914378040812,0.02439018016900843,0.024652521478073078,0.02490584973716793,0.025150092015944092
1980-12-31,0.0,0.0028384167760225065,0.004791990380415584,0.006101601748917412,0.006947144617374251,0.007462928075272199,0.007749184761846606,0.007880635654056861,0.007912856516597538,0.007887013784945718,0.007833395342507002,0.007774051733393711,0.007724780366200057,0.007696623494653637,0.007697005197480539,0.0077305991640314875,0.007799994673660396,0.007906210349856252,0.008049092296045543,0.008227623765995881,0.008440166625421547,0.00868464982045311,0.008958716372417935,0.009259837696506942,0.009585402026311404,0.009932782223214559,0.01029938711946965,0.010682699685759703,0.011080304655561063,0.011489907727454549,0.01190934806496749,0.012336605494369324,0.012769803544356181,0.013207209263374778,0.013647230579904301,0.014088411830521327,0.014529427964151312,0.01496907783409833,0.015406276908788097,0.015840049664939793,0.016269521870920164,0.016693912921554532,0.017112528347207084,0.017524752588266204,0.017930042100242613,0.0183279188336226,0.018717964115656224,0.019099812947752967,0.019473148721543154,0.019837698348462718,0.02019322779152022,0.020539537983355033,0.020876461111492578,0.02120385724959388,0.021521611312262906,0.021829630310436762,0.022127840884387823,0.022416187091786305,0.022694628429002522,0.0229631380647823
1981-03-31,0.0,0.002585659339384941,0.004768652781972818,0.0066100997652080995,0.008162807422031529,0.00947225744098927,0.01057760542268113,0.011512572979160543,0.012306205062552728,0.012983501626598254,0.013565944184837267,0.01407193865438476,0.014517192808261428,0.014915042690209726,0.015276738682022215,0.015611698945591876,0.01592773572739306,0.016231258413854976,0.016527456127847978,0.016820461930672687,0.017113500232524323,0.017409018732941636,0.017708806048256656,0.01801409609036722,0.018325660209026415,0.018643888077557944,0.018968858276406653,0.019300399502588036,0.019638143301993025,0.019981569184168893,0.020330042935685355,0.02068284889943843,0.021039216934591695,0.021398344716796858,0.02175941598230091,0.02212161526381541,0.02248413961165803,0.022846207741521754,0.023207067000903567,0.023565998500160598,0.02392232071161053,0.024275391801168195,0.024624610921712545,0.02496941866561797,0.025309296845514417,0.025643767747162274,0.025972392976122846,0.026294772000431302,0.026610540474496375,0.026919368414720216,0.027220958284618887,0.027515043036311596,0.027801384145929323,0.028079769672580093,0.028350012363827018,0.02861194782502921,0.028865432765222326,0.02911034332834908,0.029346573515478702,0.029574033701077126
1981-06-30,0.0,0.0036672292436262244,0.006553491307303122,0.008822520238213727,0.010603546769155953,0.011999002424444238,0.013090465944167712,0.013943212463837368,0.014609684817180862,0.015132147269892773,0.015544724655684766,0.015874981143946434,0.01614515401175741,0.016373127919892205,0.016573212731847406,0.01675677126956851,0.0169327311822471,0.0171080061950874,0.017287845534360635,0.01747612563573081,0.01767559484507189,0.01788807935438967,0.01811465681708213,0.018355802766208268,0.018611513979683136,0.018881412199394973,0.019164831047488465,0.019460888543230553,0.01976854727334658,0.020086663983264516,0.02041403011945518,0.02074940465226842,0.02109154033618206,0.02143920441448667,0.021791194644097928,0.022146351400507677,0.02250356652070548,0.022861789451571468,0.0232200311914353,0.02357736644211829,0.023932934326868438,0.024285937975322566,0.024635643229211773,0.024981376681268208,0.025322523224038718,0.025658523254468726,0.025988869653633714,0.0263131046383588,0.026630816562218898,0.026941636727128904,0.027245236253039692,0.0275413230418059,0.02782963886178612,0.028109956571898298,0.028382077497449573,0.028645828964874456,0.028901061998366243,0.02914764917811183,0.029385482657299594,0.029614472333141587
1981-09-30,0.0,0.005207508478821898,0.00974983483787989,0.013696248208639766,0.017113494674537127,0.020064270701984827,0.022606499230388682,0.024793059831536485,0.026671781607527367,0.028285590635344998,0.02967274854884444,0.03086714356761444,0.03189860936511815,0.03279325551805004,0.03357379846958784,0.034259885338758234,0.03486840525266087,0.03541378457064295,0.035908263634913645,0.03636215365028973,0.03678407304474002,0.03718116324173988,0.03755928421897908,0.037923190560506456,0.038276688950416665,0.038622778221740636,0.03896377317794511,0.03930141345817775,0.03963695873133605,0.0399712714870248,0.04030488865105285,0.040638083195692815,0.0409709168458105,0.04130328490551899,0.041634954149736225,0.04196559464367748,0.042294806273013796,0.04262214068974621,0.04294711930490076,0.0432692478896925,0.04358802828229079,0.0439029676379611,0.04421358560620228,0.04451941976944768,0.04482002963376244,0.04511499942249217,0.04540393988869584,0.04568648933110982,0.045962313971001326,0.046231107823250656,0.046492592174026445,0.04674651475918003,0.04699264872169302,0.04723079141289435,0.04746076309047444,0.047682405556329716,0.04789558076877269,0.04810016945644477,0.048296069755211196,0.048483195884244296
1981-12-31,0.0,0.003131435373097999,0.005958582266072571,0.00848345671510338,0.010719174623706071,0.012685386903768622,0.01440525942338132,0.015903455037728373,0.01720478529187075,0.018333320696911973,0.019311820796950763,0.020161389874657154,0.02090129266899121,0.021548883338685446,0.022119613773059446,0.022627096382004594,0.023083202990192342,0.02349818622517298,0.02388081334232743,0.024238505112111466,0.024577474437088312,0.024902860928007434,0.025218858863861535,0.025528836873903532,0.025835448372437606,0.026140732297418923,0.026446204088452274,0.026752937117745096,0.027061634982051247,0.02737269519313411,0.02768626488363128,0.028002289186351878,0.02832055295754793,0.028640716506215136,0.028962345968053194,0.02928493892911624,0.029607945864117746,0.02993078791066249,0.03025287145551102,0.030573599963919687,0.030892383439285992,0.031208645858546408,0.031521830889537014,0.031831406160137896,0.03213686631561988,0.032437735070226986,0.03273356643159235,0.0330239452519893,0.03330848723849371,0.03358683853470755,0.033858674969564184,0.034123701053709335,0.034381648790832414,0.03463227635992125,0.03487536671455016,0.03511072613682137,0.035338182776302685,0.035557585198105396,0.03576880095898628,0.03597171522592656
1982-03-31,0.0,0.00399097302715401,0.007426907143882888,0.010369045764071771,0.012875958095774603,0.015002324859949429,0.016798406790177384,0.018309885135366327,0.0195779094133105,0.020639262839664524,0.021526595000409474,0.02226869206582195,0.022890766110654187,0.02341475147138615,0.02385959987010447,0.024241568461575547,0.024574496629347548,0.024870068584076824,0.025138059766056306,0.02538656580986222,0.025622213438805816,0.025850353147866795,0.026075233924066077,0.026300160556507135,0.026527634316197216,0.026759477948807592,0.02699694603155736,0.02724082180754704,0.027491501635534044,0.027749068187932144,0.028013353501475435,0.028283992939379318,0.028560471065957785,0.028842160368692485,0.02912835369211661,0.029418291175304964,0.02971118241238123,0.030006224484878746,0.030302616447193537,0.030599570782558372,0.030896322287463515,0.031192134787533243,0.03148630603763765,0.03177817111343932,0.03206710456050439,0.03235252153033599,0.032633878099957644,0.03291067094269794,0.03318243649230654,0.03344874972016222,0.03370922262581856,0.03396350252418966,0.03421127019803165,0.03445223797177717,0.03468614775199533,0.03491276907056022,0.03513189715882899,0.03534335107457186,0.03554697189790791,0.0357426210079371
1982-06-30,0.0,0.004447015991908915,0.008343307882938383,0.011736556459788328,0.014676566925502232,0.017212654714974518,0.01939210545578607,0.021259289176594323,0.022855185564722713,0.02421717421796174,0.025378998732407274,0.026370845511947183,0.02721949758950816,0.027948535978897335,0.028578569105126073,0.02912747634584796,0.02961065559980451,0.030041267631454982,0.03043047205672364,0.030787651440279257,0.031120621204119098,0.03143582399089176,0.031738507846961375,0.03203288813631415,0.032322293502523414,0.03260929648999124,0.032895829639996294,0.03318328801001855,0.03347261914150254,0.033764401534179964,0.034058912684648654,0.034356187721618484,0.03465606962704881,0.034958251976935764,0.0352623150722626,0.035567756263126485,0.0358740152000316,0.036180494677849145,0.03648657767149539,0.03679164109903224,0.0370950667883581,0.037396250068351594,0.03769460635446718,0.03798957605240058,0.03828062806146576,0.03856726212158891,0.038849010214102975,0.0391254371965601,0.039396140825284184,0.03966075129607527,0.03991893041306144,0.04017037047789496,0.04041479297603823,0.04065194712353484,0.04088160832617324,0.041103576593115795,0.041317674938683394,0.041523747798880045,0.0417216594832501,0.04191129267763957
