date,dy,dy_pot,y_gap,pi,pi_LR,MY,rf
1975-03-31,-0.010104420429148123,0.014522639622984291,-0.02075026868026164,0.04666891688029591,0.050721999999999996,0.6243758556777081,0.054900000000000004
1975-09-30,0.0034545665071080596,0.013901849225056793,-0.017094657870543983,0.03138854294330644,0.051407999999999995,0.6085822204723607,0.0642
1975-12-31,0.010955971340908878,0.013661553953976979,-0.014639384140457068,0.028289639487877074,0.051407999999999995,0.601853594037838,0.054400000000000004
1976-03-31,0.025937604248527237,0.013457183340632372,-0.008269847772366834,0.02777257821864952,0.04878833333333333,0.5963971292143199,0.05
1976-06-30,0.026018116459613473,0.013307880238115462,-0.008374748485292738,0.026613753126635064,0.044028666666666674,0.5924672438689081,0.0541
1976-09-30,0.021016609525099383,0.013252597865088488,-0.009330646210532922,0.028526482373246023,0.044988,0.5896809576488661,0.0508
1976-12-31,0.018332257188138905,0.013239153789953757,-0.009546280742272373,0.025822311664425418,0.044988,0.5875916173694403,0.0435
1977-06-30,0.018972073656113392,0.013644473194551136,-0.003047148023730628,0.027933806217742843,0.04616,0.5827393163202652,0.050199999999999995
1977-09-30,0.024362476049758056,0.01389170161542261,0.0011401282238021615,0.026065490438927353,0.048504,0.5795082106338009,0.0581
1978-06-30,0.0256250495461525,0.014667415612192373,0.007910485910229248,0.028917760721153176,0.054151,0.5695839369865218,0.0673
1978-09-30,0.022209861906872068,0.014887145210231325,0.008462844920443136,0.03313735882773317,0.054151,0.566772257889702,0.0785
1978-12-31,0.027999786624768833,0.015075037133076081,0.010421897928642121,0.035241371875519865,0.056591666666666665,0.5643588564949732,0.0908
1979-03-31,0.027392213006150676,0.015303313068960725,0.007265374326984819,0.039034743901998785,0.06147300000000001,0.5622728031706049,0.09480000000000001
1979-09-30,0.010255224764338914,0.0151628598291285,0.003555209855653718,0.0409781407245789,0.067167,0.5579778741104101,0.1026
1979-12-31,0.0055412225722470424,0.014642959368310192,0.0013201611325786011,0.046586966793836455,0.067167,0.556178334040316,0.1204
1980-03-31,0.006125976975132471,0.01369369096416018,-0.0003023396620425167,0.05156712341624679,0.067167,0.5545940363998015,0.152
1980-06-30,-0.0033791933040058057,0.01250327271049502,-0.011954614833911581,0.0553954890267842,0.067167,0.5529674376691921,0.0707
1980-09-30,-0.007109717401789577,0.011165383804297217,-0.01471989135043339,0.049239182478312785,0.067167,0.551622766479257,0.1027
1980-12-31,-0.00016963177041026616,0.010184441131128354,-0.009033911768959957,0.04981181074387993,0.07052499999999999,0.5506536566400968,0.1549
1981-03-31,0.006893713071617039,0.009638058392519345,-0.003046684982944914,0.04109119643948542,0.077241,0.5501385220766235,0.1336
1981-09-30,0.018391385252908603,0.010508514103749061,-0.006837020201273969,0.048499524081801686,0.0722,0.5501814167612809,0.147
1982-03-31,-0.009619028047195716,0.011996249855923674,-0.02466196288606426,0.036151849787217645,0.0676,0.5538663559535397,0.1268
1982-12-31,-0.006313334300653699,0.013052317055632473,-0.03404473209222747,0.01918331637233946,0.06199999,0.5650305396734665,0.0794
1983-06-30,0.01396778340809914,0.013303996737649757,-0.025265792042491686,0.013788284485633379,0.061799999999999994,0.5727984405987455,0.08789999999999999
1983-09-30,0.02422684910202708,0.0134639855110389,-0.020118317854835865,0.014499796830233069,0.06229998999999999,0.5761512077955235,0.09
1983-12-31,0.03302009217035009,0.013694883345012825,-0.014719523266890189,0.020081513074465297,0.0625,0.5795323099000628,0.09
1984-03-31,0.035742018167633866,0.014073494467634628,-0.009998458899946439,0.021568209504242895,0.061799999999999994,0.5830626672351924,0.09519999999999999
1984-06-30,0.03340980926874933,0.014505744654499294,-0.006361727428242148,0.022604618292894167,0.0610245850819672,0.5869612738705752,0.0987
1984-09-30,0.028980679958014705,0.014926054715849919,-0.0060636926126713675,0.02231960594265924,0.05649998999999999,0.5909111070804899,0.10369999999999999
1985-09-30,0.01812781517216466,0.015576219754085229,-0.003512097194592112,0.016907017459058062,0.05295,0.6043618368814967,0.071
1985-12-31,0.017794608207182146,0.015475803888830698,-0.0041044086786579115,0.01831393814517248,0.05211310475409836,0.6092368038536158,0.071
1986-06-30,0.015787151324749418,0.015104826256184097,-0.005549233123972375,0.016788303968545946,0.04851427912087912,0.6261418460819769,0.0621
1986-09-30,0.013339445510326163,0.01488947893010736,-0.005062130614373217,0.017791932473146102,0.04718851950819672,0.6378996934447929,0.0521
1986-12-31,0.012445929058823727,0.01468133273096232,-0.006339812350796503,0.01607264324680011,0.04705217054347826,0.6507023080789306,0.0553
1987-03-31,0.011619430370083008,0.014486507555955735,-0.006679956783659069,0.015546027975614017,0.04884999499999999,0.6635714647234792,0.0559
1987-06-30,0.014325611346685958,0.014298503562271752,-0.005522125339558315,0.016900750538201396,0.04895737196721311,0.6746369945823506,0.0567
1987-09-30,0.013940473302005471,0.014104755266575241,-0.005226412578942519,0.017091637772846478,0.05080819672131147,0.6848869562050923,0.064
1987-12-31,0.019010532689152943,0.013946303210350059,-0.0012755828719934748,0.01766865283729558,0.04739999999999999,0.694560809551279,0.057699999999999994
1988-03-31,0.01803964343967873,0.013796017160916735,-0.0024363305048975548,0.018592027807069724,0.04835,0.7040199334613757,0.057
1988-09-30,0.017839376802443938,0.013614604762476296,-0.0010016405389747796,0.019590198074324956,0.0452,0.7237233413403004,0.0724
1988-12-31,0.0161945872265683,0.013541834661075294,0.001377169693499436,0.019744058195757096,0.04266847826086956,0.733963407359079,0.08070000000000001
1989-03-31,0.01834744188568257,0.013485561650507582,0.002425549730277421,0.019878849769266616,0.0429,0.7443091149443636,0.0882
1989-06-30,0.015979360075473164,0.013406145233272325,0.0024105768001305705,0.019305155195386624,0.0434,0.7540360698957992,0.0815
1989-09-30,0.016647071039550522,0.013306449367812832,0.002338981132762985,0.017742697594485244,0.041299999999999996,0.7637155082210503,0.0775
1989-12-31,0.011753138395167369,0.013164781370252473,-3.447328158578955e-05,0.018885344160373813,0.03905737704918033,0.773417800537639,0.07629999999999999
1990-03-31,0.012081850909715978,0.012974397908300494,0.0015330027316924344,0.02031183770126237,0.03655737704918033,0.7832033750792843,0.079
1990-06-30,0.010353837045814053,0.012719655499371865,4.475834657213795e-05,0.02073948599823725,0.0387,0.7926761412740991,0.07730000000000001
1990-09-30,0.007437783562318209,0.012395811365361319,-0.002619046670281122,0.023428303716484734,0.039880327868852455,0.8025587649085247,0.0736
1990-12-31,0.002611202471852629,0.01201213236463235,-0.009435403174365309,0.02250734099785122,0.03898360655737705,0.8130542511736432,0.0674
1991-06-30,-0.0023468764230868398,0.011226779093099899,-0.01352889716961414,0.021020881825017167,0.0394,0.8358637074282264,0.0557
1991-12-31,0.005036300930789762,0.010629182538084033,-0.015028284781659629,0.018705300843249548,0.036000000000000004,0.8599713572094916,0.0407
1992-03-31,0.012242031403212596,0.01043988898544666,-0.012426390147428634,0.01637896765235294,0.033,0.8718672045626846,0.0404
1992-06-30,0.013552739401727725,0.010347855869109062,-0.01032401363699531,0.0159364418804823,0.035,0.8825802573605517,0.0366
1992-09-30,0.01563376679129862,0.010356609497174821,-0.008673669854664112,0.01400590718942714,0.0335,0.8932636031834665,0.0291
1992-12-31,0.018628299065561814,0.010408293800056237,-0.0068082795161537035,0.014463062409405147,0.032,0.9043437905030595,0.0322
1993-09-30,0.009818368190756255,0.010762348330942648,-0.009617649994850375,0.013852426891111663,0.0305,0.9426442313594323,0.029500000000000002
1993-12-31,0.011179998345619915,0.010884958969778008,-0.006513240140312071,0.013434332534705742,0.0305,0.9566365519774315,0.030600000000000002
1994-03-31,0.014649493043051295,0.011001212767978013,-0.005098184951013884,0.012770114194803235,0.0305,0.9706157966715505,0.035
1994-06-30,0.017974448470412782,0.011072988779405888,-0.0020422446551320306,0.012107534670830814,0.031,0.9830990840010596,0.0414
1994-09-30,0.018438546161263097,0.011161458415461178,-0.002340562249049327,0.0128730727132992,0.031,0.9956614034250217,0.0462
1995-03-31,0.014862319271704111,0.011337226829239683,-0.001573092508549756,0.012677008017676206,0.028999999999999998,1.022507690520147,0.057300000000000004
1995-09-30,0.011457630006234178,0.011518440448736693,-0.0024013726915512734,0.012770291749517885,0.027999999999999997,1.0520365802216112,0.0528
1995-12-31,0.009450010338269577,0.011626091923397393,-0.0024262845808653566,0.012973046177919839,0.026000000000000002,1.0655076399544692,0.051399999999999994
1996-09-30,0.01724264755311426,0.012550688446163142,0.002290586415400142,0.011363387967201495,0.026000000000000002,1.089676734134378,0.0509
1996-12-31,0.018789729705811657,0.013184989662224105,0.0031784554627218853,0.011301492616965407,0.026000000000000002,1.0936799522751017,0.049100000000000005
1997-03-31,0.018342886114209502,0.01396714144785931,0.0021831827990661523,0.01044027395959909,0.026000000000000002,1.0974379703170123,0.051399999999999994
1997-06-30,0.01833124015753443,0.014737278106222185,0.0054028155817809065,0.01037790077816028,0.0245,1.1014342383795086,0.0493
1997-09-30,0.019841735208183123,0.01546860609617595,0.006663715527406744,0.009545317906230361,0.026000000000000002,1.1070333441179712,0.0495
1997-12-31,0.01904793175416143,0.016127878603655874,0.006098508613227693,0.009748306683893152,0.0225,1.114565913595274,0.0516
1998-03-31,0.020591326853472654,0.01671078928778334,0.006063720364755554,0.009691059954005245,0.022000000000000002,1.1236509372171837,0.050300000000000004
1998-09-30,0.017465133695575622,0.017704179010919953,0.006424670212062722,0.010088594923075315,0.021,1.1428424537668898,0.0461
1998-12-31,0.02070562520394852,0.018092936467737766,0.008711197349438926,0.010525828688887299,0.021,1.1482346604864853,0.043899999999999995
1999-03-31,0.020428977552210913,0.018435896590893237,0.008056801326072893,0.008738614377658988,0.019,1.148740699835109,0.0444
1999-06-30,0.020037454722025068,0.018683625123755557,0.006917995582094605,0.008442811560221995,0.021,1.1414128225726061,0.045700000000000005
1999-12-31,0.020458964177783843,0.019019660239845443,0.010150501287377267,0.00809496347562249,0.021,1.120242777730206,0.052000000000000005
2000-03-31,0.017970840660947247,0.01906875211833162,0.006958889868688978,0.010500743608011157,0.021,1.1120247781139445,0.056900000000000006
2000-06-30,0.022199230971052968,0.01889811138851554,0.010219115164632697,0.010927751072508655,0.021,1.1101120139464635,0.056900000000000006
2000-09-30,0.016921295046322362,0.018456208679012313,0.006335043423497666,0.01085491202078142,0.021,1.1123761078671377,0.06
2001-03-31,0.009440294063651544,0.016761703957275633,-0.00036252002493508684,0.01119439033693528,0.021,1.1233225782582723,0.044199999999999996
2001-09-30,0.0021195456461305107,0.01473020446377202,-0.00627561539414323,0.01128711884503357,0.021,1.1269699905029236,0.0264
2002-03-31,0.005769151717617812,0.012939820937386673,-0.0075331892447039195,0.010454236625532534,0.021,1.1259303938914211,0.0179
2002-06-30,0.005718235805038558,0.012212086322063359,-0.0077066165989965185,0.009697568383478768,0.021,1.1253685157222846,0.017
2002-12-31,0.008568342865480947,0.01122959588818396,-0.010866574700924225,0.008446466404835061,0.020499999999999997,1.1243750869329052,0.011899999999999999
2003-06-30,0.00840880650577581,0.010824034505951145,-0.010121844599172647,0.006346796406378689,0.021,1.121881917758457,0.0092
2003-09-30,0.013810703954174103,0.010738354877392851,-0.005628286234511393,0.005414650691814926,0.021,1.1197926626993913,0.009399999999999999
2003-12-31,0.01828614324837594,0.010730537117892857,-0.003310968570439776,0.0047218607102924364,0.021,1.11763332405191,0.009000000000000001
2004-03-31,0.01845895747976373,0.01078153834618239,-0.003589570802031261,0.006716027887366133,0.021,1.1154275166650158,0.009399999999999999
2004-06-30,0.017982284310435304,0.010860508464186383,-0.003000068752923468,0.008026204488343047,0.021,1.1129365143360272,0.0127
2004-09-30,0.014918782890994067,0.011001956816830097,-0.0017114601603482882,0.00843747924336827,0.021,1.1101741253823558,0.0165
2004-12-31,0.014315124103095888,0.011142262743537532,-0.00013810721088169942,0.009730018587376366,0.021,1.1069584037049032,0.0219
2005-03-31,0.016652510159623962,0.011176213340821084,0.0018867260167709787,0.010100326904325756,0.020499999999999997,1.103120455874936,0.0274
2005-06-30,0.015434097159881444,0.011083135013979957,0.0013508933929786693,0.008747415188282455,0.021,1.0976645235292113,0.0297
2005-09-30,0.014724612768181704,0.010878214464998797,0.0021349381428352743,0.008276674926175462,0.021,1.092089212184688,0.0342
2005-12-31,0.012722255086337385,0.010566728238274049,0.0020174196371813835,0.009088706501936062,0.021,1.0869645362960072,0.038900000000000004
2006-09-30,0.009982932955966731,0.009556757631405205,0.002561113467396403,0.012545976184540899,0.021,1.076971502404695,0.0481
2006-12-31,0.01129362640331137,0.009140678467386002,0.004170367573106404,0.011204129550328509,0.021,1.0745543710314438,0.048499999999999995
2007-03-31,0.006794206224615337,0.008822824513129358,0.0033554535188429213,0.010745641009833303,0.02,1.0716113580871407,0.049400000000000006
2007-06-30,0.00832066323872336,0.008606307897702484,0.0038606338459006295,0.009372875451553667,0.02,1.066596930682511,0.0461
2007-09-30,0.010164371461339807,0.008533714793463572,0.004191770135272499,0.00903149018241633,0.021,1.0607773655065296,0.038900000000000004
2007-12-31,0.009167639544588994,0.008592618547296265,0.0047453885703996335,0.010449930337636243,0.021,1.05457596171161,0.03
2008-03-31,0.006005708100962973,0.008615960897560487,0.0007452007222461532,0.010251284033944942,0.022000000000000002,1.0484483444630388,0.0126
2008-06-30,0.005935197358989679,0.008541435309062581,0.0012543958958275425,0.010264863554107226,0.022000000000000002,1.042733241827463,0.018600000000000002
2008-09-30,0.0011535478357678668,0.008362332000449882,-0.0030170140294094594,0.010463722943406651,0.022000000000000002,1.0376674606296756,0.0113
2008-12-31,-0.011178733971354212,0.008069532446140282,-0.014502877847094808,0.007587595574580775,0.022000000000000002,1.033255848389727,0.0003
2009-03-31,-0.014278231050348157,0.007655132309511504,-0.021188162637614028,0.00769493034395305,0.022000000000000002,1.0293254617968965,0.0021
2009-06-30,-0.01763304003110928,0.007206159505376115,-0.023584803640657626,0.007372077382341541,0.0227,1.0249280785227464,0.0018
2009-09-30,-0.013823323996459632,0.006750360285351686,-0.023590698311220848,0.006379762636393681,0.0215,1.0208301643691764,0.0012
2010-03-31,0.007514210867637043,0.006138907603718785,-0.019812859373694813,0.005005408221647484,0.021,1.013629577912889,0.0015
2010-06-30,0.01247274945757897,0.00606091789014618,-0.01717297207322499,0.004107179327203365,0.0215,1.0100707565619922,0.0012
2010-09-30,0.014286146569619683,0.006148791715252739,-0.015453343456854007,0.003522513959679125,0.021,1.0067123857133211,0.0015
2010-12-31,0.011891545930724926,0.006333524188572205,-0.01485084170881823,0.002865101327411828,0.02,1.0034754252857818,0.0014000000000000002
2011-03-31,0.008761074453835763,0.00656030904048006,-0.017612093960339692,0.005222503032372552,0.021,1.0002090178616765,0.001
2011-06-30,0.007507564925469274,0.006802133259362342,-0.01646754040711773,0.006823931722993348,0.0227,0.9962156457303594,0.0004
2011-09-30,0.004074716782381303,0.007019845363364946,-0.01839847203783762,0.008547894701617622,0.0225,0.9921172755635879,0.0001
2011-12-31,0.006650314611559184,0.007211645978645824,-0.015412173075905145,0.009776548222633807,0.0215,0.9879911525960531,0.0001
2012-03-31,0.011308474080876587,0.007369599421410233,-0.013673219300873285,0.009656255207887054,0.0215,0.9838520809059249,0.0008
2012-06-30,0.010314104227050298,0.007504041949163228,-0.013657478129230682,0.009418112600055654,0.022000000000000002,0.9792998102319485,0.0009
2012-09-30,0.011036073645555138,0.007604634119720888,-0.014967032512003264,0.008635269357314504,0.022000000000000002,0.9747859943187265,0.0011
2013-03-31,0.007324661643892415,0.007772760561758721,-0.014121318218739631,0.008127394194770564,0.02,0.9659349404127892,0.0009
2013-06-30,0.006551344728654872,0.00782794921445957,-0.014934082615035038,0.006992418564888484,0.02,0.9609928155541413,0.0005
2013-09-30,0.009608192794357599,0.007864660912258202,-0.013223500629904628,0.007542684744569192,0.02,0.9562255206361278,0.0002
2014-06-30,0.01152456816948502,0.007952051572883917,-0.011361566018434743,0.008271612958288349,0.02,0.9438796662222229,0.0004
2014-09-30,0.013089223384288735,0.008011414769195884,-0.008145692014811523,0.007495770961830753,0.02,0.9405394512936606,0.0002
2014-12-31,0.011510539393895422,0.00806603454097694,-0.007992663949814016,0.006989530714164778,0.02,0.9378325935202662,0.0003
2015-06-30,0.014012393678238,0.008150130119705794,-0.0054993024599019336,0.007650787355257575,0.019799999999999998,0.9335675996552684,0.0002
2015-09-30,0.010500607627553773,0.008147920618195666,-0.005793005005452656,0.00816180769319976,0.02,0.9319543021520824,0.0002
2015-12-31,0.009110216324287915,0.00812071320615762,-0.007003160831683175,0.008904527999532886,0.019,0.9308795378394464,0.0023
2016-03-31,0.007726518771416876,0.008074956684369519,-0.006487976389353278,0.009206172668184704,0.0197,0.9302869259898519,0.0029
2016-06-30,0.006437163199327406,0.008018098318337738,-0.007080237578912296,0.009715181070815223,0.02,0.9296420062521249,0.0027
2016-09-30,0.007772356884358998,0.007961821263780536,-0.005982469384874456,0.009753014954998291,0.02,0.9294520873348849,0.0029
2016-12-31,0.009372555535135002,0.007916033713983318,-0.005546639010532317,0.009438672749728429,0.02,0.929741165580909,0.0051
2017-03-31,0.008972405638291358,0.007892881680796686,-0.005408452431859168,0.008795328297589253,0.021,0.9304517254191271,0.0074
2017-06-30,0.01000473028832739,0.007883750082987,-0.004959257373571724,0.007317192156451161,0.0209,0.9310598678948185,0.0098
2017-09-30,0.0103458495234574,0.007941179680522104,-0.003577799541939264,0.006874001156849836,0.02,0.9320164715085911,0.0103
2017-12-31,0.012812530342535267,0.008055505974273923,-0.0007896146422705641,0.007620484841422054,0.02,0.9333103190327686,0.0132
2018-06-30,0.014095961090834594,0.008424307803182514,0.0007123959140793445,0.009644276567354023,0.02,0.936521,0.019
2018-09-30,0.013385146781907518,0.008619521381815556,0.0011878258581532464,0.009441039028730372,0.02,0.938034,0.0213
2018-12-31,0.009132540519492872,0.008776033631249302,-0.00043310775402716217,0.009657071078570853,0.02,0.939804,0.023700000000000002
2019-03-31,0.00796651281216102,0.008889378819794897,-0.000325162333264295,0.008883487774155334,0.02,0.9348578721203,0.024
2019-09-30,0.011444682061865578,0.008980683462129288,0.0036518244578891412,0.010003016178662848,0.02,0.9374900336855515,0.0189
2019-12-31,0.013606282147115324,0.008925976352305937,0.0042471980407823295,0.009835721006789635,0.02,0.9391790855148981,0.0154
2020-03-31,0.005294456036486054,0.008829703923427202,-0.0038604102202048907,0.009038902774439361,0.02,0.9410940352871169,0.0029
2020-06-30,-0.03399191065807781,0.008705795313603973,-0.041689520964316884,0.005094151970184526,0.018600000000000002,0.9427613693147056,0.0016
2020-09-30,-0.006426807464515066,0.008528160198804254,-0.011303143205429578,0.007349062650437198,0.018500000000000003,0.9445808371116027,0.0011
2020-12-31,-0.004730315018430029,0.008424239096625291,-0.008907356074272954,0.006996020333643871,0.019,0.946527168928608,0.0009
2021-03-31,0.006776600742271811,0.008345965292505458,-0.005429774770438378,0.007085590484509897,0.0203,0.948512907074651,0.0003
2021-06-30,0.04902515392056178,0.008278795238170409,-0.0009431622819251473,0.018777299629027765,0.021,0.9499500207128952,0.0004
2021-09-30,0.02009315066450899,0.008344094111089677,0.0004459133479892685,0.017117191024110946,0.022000000000000002,0.9514509622793554,0.0004
2021-12-31,0.022927509627507007,0.008409033341719671,0.005611120211514553,0.023271188750124024,0.023,0.9531268949914747,0.0006
2022-03-31,0.015213353395642988,0.008485221525432771,0.00129835709977133,0.027252006497421787,0.022000000000000002,0.9550235837299185,0.0044
2022-06-30,0.008048857481075705,0.008580658512149302,-0.0014749633129982342,0.02490997283528412,0.024,0.9567436158495386,0.0149
2022-09-30,0.007377373958782839,0.008678106644533357,-0.0008548193377615476,0.027921965116084618,0.0245,0.9587834087697531,0.0313
2022-12-31,0.002821078500809352,0.008765559680120756,-0.00033336096779734703,0.023994889757514393,0.0258,0.9611774434707175,0.0425
2023-03-31,0.00739750200911521,0.008960746640098816,-0.0002648875312116772,0.023499837603575522,0.0215,0.9638575962702449,0.046900000000000004
2023-09-30,0.01252883783015424,0.009331554312534608,0.0023424641798586165,0.017633011392956626,0.022000000000000002,0.9688074846183893,0.053200000000000004
2023-12-31,0.013403930022926568,0.009531450591519509,0.0035391184636095474,0.01665784496782313,0.0222,0.9715338228041596,0.0524
2024-03-31,0.012706913755125985,0.009557704957837256,0.0028843212660776274,0.01618603203738157,0.02198,0.9743241547538313,0.0524
2024-06-30,,0.00951493866375985,,,0.021782,0.9766431564265445,0.0524
1968-03-31,0.01638481812977654,0.0196797507481596,0.014451312125077553,0.01858890660110384,0.016827,0.8466388379457956,0.051699999999999996
1973-09-30,0.020242537329210455,0.013864960600145054,0.011062026348306109,0.016354105458504554,0.039173,0.6699627085261578,0.08289999999999999
1978-03-31,0.017509598535994965,0.014461244297075503,-0.004823525610204715,0.026669428337518654,0.05038633333333333,0.5727599604817472,0.0629
1985-03-31,0.019344068087818272,0.015488205890955413,-0.006142596703083925,0.02014599666211774,0.04953389830508474,0.5984150754788709,0.0852
1985-06-30,0.015711692002702945,0.015581522766998621,-0.006231558192537623,0.018708460141269017,0.050749995,0.6010304849078868,0.0695
2001-06-30,0.0043054564994796434,0.01573733774608427,-0.00121276608197185,0.011594493903857958,0.021,1.1258737193611879,0.0349
2024-09-30,,0.009466973739113807,,,0.0216038,0.9789118928992924,
2024-12-31,,0.00942720304895591,,,0.02144342,0.9811289339821978,
2025-03-31,,0.009466502558362672,,,0.021299078,0.983245470259994,
2025-09-30,,0.009639155148228143,,,0.02105225318,0.9861803669590927,
2025-12-31,,0.009672948488379357,,,0.020947027862,0.9877486611520448,
2026-03-31,,0.009685859746572646,,,0.020852325075799996,0.9894452647188605,
2026-09-30,,0.009607976471597333,,,0.020690383311399,0.9923633545407362,
2027-03-31,,0.009476342611550045,,,0.020559210482199,0.9953046610538778,
2027-06-30,,0.009394504373948788,,,0.020503289433998997,0.9959434534692554,
2027-09-30,,0.009306282465528677,,,0.020452960490599,0.9964065499502857,
2027-12-31,,0.00921473968707489,,,0.020407664441499,0.9967799598610242,
2028-03-31,,0.009091110416668331,,,0.020366897997399002,0.99709617811046,
2028-06-30,,0.00903396777143285,,,0.020330208197699,0.9969619191530309,
2028-09-30,,0.008985613134081123,,,0.020297187377899,0.9968746463221048,
2028-12-31,,0.008960017387571557,,,0.020267468640099,0.9968856285017211,
2029-03-31,,0.008946263390585431,,,0.020240721776099,0.996953436899439,
2029-09-30,,0.008872261396048063,,,0.020194984638599,0.9961726149940803,
2029-12-31,,0.008813373042149499,,,0.020175486174799,0.995844481724804,
